nakhodka.2014-05-09 13.04.50+0400.csv
Timestamp,Lat,Lon,Accuracy(m),Speed(m\s),Distance(m),Course,Heading,dHeading,nHeading,Roll,dRoll,Pitch,dPitch,nMotion,X_accel,dX_accel,Y_accel,dY_accel,Z_accel,dZ_accel,nAccel
2014-05-09 13:05:20.485,43.514538333333334,16.240441666666666,8.3,0,5126776.1334,202.9312,,,-1.0,,,,,-1.0,-2.566,0.1445,-0.3251,0.0749,9.7224,0.2225,-1.0
2014-05-09 13:05:23.593,43.51454999999999,16.24042166666667,7.7,0.0007,2.0721,128.8124,,,-1.0,,,,,-1.0,-2.5457,0.1471,-0.3235,0.0699,9.7151,0.2225,-1.0
2014-05-09 13:05:47.488,43.514534999999995,16.240281666666665,6.4,0.0005,11.4247,81.5957,,,-1.0,,,,,-1.0,-2.5514,0.1451,-0.3366,0.0612,9.7216,0.2139,-1.0
2014-05-09 13:05:50.722,43.514540000000004,16.24028,6.3,0.0002,0.5726,166.4104,,,-1.0,,,,,-1.0,-2.5452,0.1436,-0.335,0.0649,9.7375,0.2088,-1.0
2014-05-09 13:06:46.307,43.51451999999999,16.240423333333336,4,0.0002,11.7834,280.8912,,,-1.0,,,,,-1.0,-2.5154,0.1558,-0.3267,0.079,9.7254,0.2096,-1.0
2014-05-09 13:06:49.301,43.51450833333333,16.240425000000002,3.8,0.0004,1.3057,354.0853,,,-1.0,,,,,-1.0,-2.86,0.0721,-0.306,0,9.858,0.0721,-1.0
2014-05-09 13:06:52.302,43.51450333333334,16.240403333333333,3.6,0.0006,1.8355,72.3482,,,-1.0,,,,,-1.0,-2.681,0.077,-0.2805,0.057,9.5512,0.1445,-1.0
2014-05-09 13:06:55.299,43.51450499999999,16.240403333333333,3.3,0.0001,0.1855,180,,,-1.0,,,,,-1.0,-2.7067,0.0726,-0.306,0,9.858,0.0721,-1.0
2014-05-09 13:08:16.317,43.51449833333333,16.240358333333333,2.9,0,3.7078,78.4541,,,-1.0,,,,,-1.0,-2.5189,0.2047,-0.3466,0.0933,9.7347,0.2228,-1.0
2014-05-09 13:08:19.320,43.51451166666667,16.240348333333333,2.8,0.0006,1.6896,151.4582,,,-1.0,,,,,-1.0,-2.4765,0.1373,-0.306,0,9.7045,0.2285,-1.0
2014-05-09 13:08:21.320,43.51451999999999,16.24034,2.9,0.0006,1.1459,144.0504,,,-1.0,,,,,-1.0,-2.5275,0.1325,-0.3442,0.0663,9.9215,0.1671,-1.0
2014-05-09 13:08:24.315,43.51453,16.240326666666665,2.8,0.0005,1.5485,135.9631,,,-1.0,,,,,-1.0,-2.3745,0.1169,-0.255,0.0721,9.5257,0.1636,-1.0
2014-05-09 13:08:27.317,43.514538333333334,16.240318333333335,2.9,0.0004,1.1459,144.0504,,,-1.0,,,,,-1.0,-2.6043,0.2341,-0.0765,0.1169,9.73,0.193,-1.0
2014-05-09 13:08:30.317,43.51454166666667,16.240318333333335,2.9,0.0001,0.3711,180,,,-1.0,,,,,-1.0,-2.4512,0.1978,0,0.0883,9.73,0.1469,-1.0
2014-05-09 13:08:33.317,43.514516666666665,16.24037333333333,2.9,0.0017,5.2402,302.079,,,-1.0,,,,,-1.0,-2.63,0.206,-0.102,0.0721,9.73,0.1469,-1.0
2014-05-09 13:08:36.307,43.51449833333333,16.240413333333333,3,0.0013,3.82,302.2933,,,-1.0,,,,,-1.0,-2.5022,0.2449,-0.0765,0.0765,9.7298,0.1173,-1.0
2014-05-09 13:08:38.310,43.51447499999999,16.24045166666667,4,0.002,4.0402,310.0084,,,-1.0,,,,,-1.0,-2.451,0.1249,-0.153,0,9.8067,0.1253,-1.0
2014-05-09 13:08:40.317,43.51445666666667,16.240483333333334,3.7,0.0016,3.2711,308.6013,,,-1.0,,,,,-1.0,-2.4128,0.1269,-0.1912,0.0663,9.73,0.077,-1.0
2014-05-09 13:08:43.318,43.514403333333334,16.24053,3.4,0.0023,7.0315,327.6028,,,-1.0,,,,,-1.0,-1.9662,0.241,-0.1275,0.057,9.8322,0.1378,-1.0
2014-05-09 13:08:46.323,43.51428666666667,16.24058,6.4,0.0045,13.6001,342.7347,,,-1.0,,,,,-1.0,-1.9918,0.168,-0.153,0,9.8374,0.1148,-1.0
2014-05-09 13:08:49.310,43.51423333333334,16.24058,4.8,0.002,5.937,0,,,-1.0,,,,,-1.0,-2.3592,0.156,-0.2142,0.075,9.776,0.2034,-1.0
2014-05-09 13:08:52.344,43.514174999999994,16.240560000000002,4.3,0.0022,6.6914,13.9629,,,-1.0,,,,,-1.0,-1.5573,0.224,-0.1275,0.057,9.8067,0.1771,-1.0
2014-05-09 13:08:55.328,43.51412833333334,16.240470000000002,3.7,0.003,8.9318,54.4353,,,-1.0,,,,,-1.0,-2.2213,0.2615,-0.102,0.114,9.883,0.2464,-1.0
2014-05-09 13:08:58.333,43.51406999999999,16.240383333333334,3.4,0.0032,9.5456,47.135,,,-1.0,,,,,-1.0,-2.1192,0.2855,-0.2295,0.1465,9.8577,0.245,-1.0
2014-05-09 13:09:01.319,43.514041666666664,16.240293333333334,3.3,0.0027,7.9207,66.5341,,,-1.0,,,,,-1.0,-2.0425,0.3821,-0.1275,0.1633,9.7553,0.327,-1.0
2014-05-09 13:09:04.335,43.51399333333334,16.240183333333334,3.2,0.0034,10.3831,58.7888,,,-1.0,,,,,-1.0,-2.5532,0.1445,-0.2295,0.1169,9.7555,0.2285,-1.0
2014-05-09 13:09:07.299,43.513951666666664,16.240083333333335,3.1,0.0031,9.3106,60.1205,,,-1.0,,,,,-1.0,-2.298,0,-0.2295,0.0765,9.8832,0.2617,-1.0
2014-05-09 13:09:10.303,43.51391333333333,16.23998,3,0.0031,9.3701,62.9087,,,-1.0,,,,,-1.0,-2.451,0.0883,-0.2805,0.1633,9.73,0.2617,-1.0
2014-05-09 13:09:13.299,43.51388,16.239873333333332,3,0.0031,9.3766,66.6882,,,-1.0,,,,,-1.0,-2.298,0.0883,-0.204,0.2281,9.73,0.4218,-1.0
2014-05-09 13:09:16.302,43.513848333333335,16.239758333333334,3.1,0.0033,9.9306,69.2081,,,-1.0,,,,,-1.0,-2.4,0.1442,-0.204,0.114,9.7555,0.361,-1.0
2014-05-09 13:09:19.299,43.51382333333333,16.239673333333332,4,0.0025,7.4049,67.9243,,,-1.0,,,,,-1.0,-2.451,0.1249,-0.2297,0.2899,9.8318,0.5037,-1.0
2014-05-09 13:09:22.302,43.513783333333336,16.239563333333333,3.5,0.0033,9.9341,63.3697,,,-1.0,,,,,-1.0,-2.8343,0.1927,-0.2805,0.2238,9.5512,0.5282,-1.0
2014-05-09 13:09:25.298,43.51373,16.239449999999998,3.3,0.0036,10.9069,57.0204,,,-1.0,,,,,-1.0,-2.247,0.1691,-0.1785,0.1051,9.7045,0.2889,-1.0
2014-05-09 13:09:28.302,43.51367833333334,16.239336666666667,3.2,0.0036,10.807,57.8456,,,-1.0,,,,,-1.0,-2.6298,0.1637,-0.1785,0.2056,9.73,0.362,-1.0
2014-05-09 13:09:31.296,43.51360666666666,16.239250000000002,3,0.0035,10.6113,41.2507,,,-1.0,,,,,-1.0,-3.0385,0.2411,-0.357,0.1691,9.7045,0.1145,-1.0
2014-05-09 13:09:33.299,43.513568333333325,16.239211666666666,3,0.0026,5.2713,35.95,,,-1.0,,,,,-1.0,-1.6083,0.5884,-0.1912,0.1988,9.845,0.1272,-1.0
2014-05-09 13:09:36.311,43.51353000000001,16.23911,3,0.0031,9.2506,62.5293,,,-1.0,,,,,-1.0,-1.8892,0.5978,-0.153,0.1249,9.7298,0.2463,-1.0
2014-05-09 13:09:39.298,43.51349333333333,16.239016666666664,3.1,0.0029,8.5694,61.555,,,-1.0,,,,,-1.0,-2.298,0.3647,-0.2805,0.1633,9.832,0.206,-1.0
2014-05-09 13:09:41.300,43.51347333333333,16.238923333333332,3.1,0.0039,7.8569,73.5386,,,-1.0,,,,,-1.0,-2.3745,0.1711,-0.2295,0.0765,9.73,0.077,-1.0
2014-05-09 13:09:43.299,43.51345166666667,16.238853333333335,3.1,0.0031,6.1443,66.887,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.255,0.0721,9.7557,0.0726,-1.0
2014-05-09 13:09:46.303,43.513421666666666,16.238718333333335,3.1,0.0038,11.3988,72.9637,,,-1.0,,,,,-1.0,-2.4,0.0721,-0.2295,0.1169,9.8067,0.2341,-1.0
2014-05-09 13:09:49.298,43.51339500000001,16.238580000000002,4.3,0.0039,11.5555,75.1142,,,-1.0,,,,,-1.0,-2.3745,0.0765,-0.2805,0.1373,9.8067,0.1979,-1.0
2014-05-09 13:09:52.303,43.51337,16.23844,3.9,0.0039,11.6398,76.167,,,-1.0,,,,,-1.0,-2.247,0.114,-0.204,0.114,9.7555,0.1696,-1.0
2014-05-09 13:09:55.303,43.51334166666667,16.238328333333335,3.7,0.0032,9.5507,70.7165,,,-1.0,,,,,-1.0,-2.7322,0.1055,-0.255,0.114,9.73,0.077,-1.0
2014-05-09 13:09:57.299,43.513311666666674,16.238265000000002,3.4,0.0031,6.107,56.8488,,,-1.0,,,,,-1.0,-2.6045,0.1535,-0.2677,0.0663,9.73,0.077,-1.0
2014-05-09 13:10:00.299,43.51326166666666,16.238161666666667,3.2,0.0033,10.0285,56.2883,,,-1.0,,,,,-1.0,-2.3898,0.075,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:10:03.298,43.513208333333324,16.238061666666667,3.1,0.0033,10.0211,53.6687,,,-1.0,,,,,-1.0,-2.298,0.153,-0.255,0.0721,9.8067,0.1253,-1.0
2014-05-09 13:10:06.298,43.51316,16.237959999999998,3,0.0033,9.814,56.7534,,,-1.0,,,,,-1.0,-2.2674,0.1145,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:10:09.299,43.513118333333324,16.23786,2.9,0.0031,9.3107,60.1208,,,-1.0,,,,,-1.0,-2.3592,0.075,-0.2448,0.075,9.8374,0.1502,-1.0
2014-05-09 13:10:11.298,43.51309333333334,16.237795000000002,2.9,0.003,5.9398,62.0609,,,-1.0,,,,,-1.0,-2.413,0.1992,-0.2677,0.0663,9.7303,0.1329,-1.0
2014-05-09 13:10:14.298,43.51304666666667,16.23768833333333,2.9,0.0034,10.0569,58.8988,,,-1.0,,,,,-1.0,-2.5532,0.1143,-0.255,0.114,9.7555,0.1696,-1.0
2014-05-09 13:10:16.300,43.513018333333335,16.237613333333336,2.9,0.0034,6.8271,62.4842,,,-1.0,,,,,-1.0,-2.349,0.0721,-0.255,0.0721,9.7043,0.0726,-1.0
2014-05-09 13:10:19.300,43.512965,16.2375,4.3,0.0036,10.907,57.0207,,,-1.0,,,,,-1.0,-2.3592,0.075,-0.2142,0.075,9.7762,0.0616,-1.0
2014-05-09 13:10:22.300,43.51290833333334,16.23739,3.5,0.0036,10.8928,54.6123,,,-1.0,,,,,-1.0,-2.1705,0.1051,-0.255,0.0721,9.8578,0.1143,-1.0
2014-05-09 13:10:25.298,43.51287000000001,16.237264999999997,3.2,0.0037,10.9565,67.0784,,,-1.0,,,,,-1.0,-2.4816,0.1145,-0.2142,0.075,9.6532,0.0971,-1.0
2014-05-09 13:10:28.301,43.51282500000001,16.237148333333334,3.1,0.0036,10.6679,61.9933,,,-1.0,,,,,-1.0,-2.3286,0.0612,-0.2448,0.075,9.8374,0.1148,-1.0
2014-05-09 13:10:31.297,43.512775,16.237046666666668,3.1,0.0033,9.917,55.8571,,,-1.0,,,,,-1.0,-2.3363,0.0663,-0.2677,0.0663,9.8068,0.1085,-1.0
2014-05-09 13:10:34.301,43.51271499999999,16.236916666666666,3.1,0.0041,12.4402,57.5268,,,-1.0,,,,,-1.0,-2.4128,0.0663,-0.2677,0.0663,9.73,0.077,-1.0
2014-05-09 13:10:37.302,43.51267333333333,16.236808333333332,3,0.0033,9.8997,62.0611,,,-1.0,,,,,-1.0,-2.3235,0.1373,-0.2295,0.0765,9.7812,0.1055,-1.0
2014-05-09 13:10:40.299,43.51263166666666,16.236696666666667,2.9,0.0034,10.1383,62.7737,,,-1.0,,,,,-1.0,-2.298,0.0968,-0.2448,0.075,9.8376,0.0612,-1.0
2014-05-09 13:10:43.297,43.512595,16.23658,2.9,0.0034,10.2651,66.5698,,,-1.0,,,,,-1.0,-2.298,0.1249,-0.255,0.0721,9.7555,0.1145,-1.0
2014-05-09 13:10:46.299,43.51254666666667,16.23647,2.9,0.0035,10.3832,58.7894,,,-1.0,,,,,-1.0,-2.4,0.114,-0.2295,0.0765,9.781,0.1378,-1.0
2014-05-09 13:10:49.298,43.51249500000001,16.23637,3,0.0033,9.9124,54.533,,,-1.0,,,,,-1.0,-2.196,0.114,-0.255,0.0721,9.7813,0.0574,-1.0
2014-05-09 13:10:52.312,43.51244833333333,16.236273333333333,3.9,0.0031,9.375,56.3495,,,-1.0,,,,,-1.0,-2.3235,0.1051,-0.255,0.114,9.7045,0.1696,-1.0
2014-05-09 13:10:55.297,43.51239999999999,16.23616333333333,3.7,0.0035,10.3833,58.7894,,,-1.0,,,,,-1.0,-2.5736,0.1148,-0.2754,0.0612,9.7146,0.0754,-1.0
2014-05-09 13:10:58.301,43.51236000000001,16.236048333333333,3.6,0.0034,10.2967,64.3771,,,-1.0,,,,,-1.0,-2.3898,0.075,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:11:01.298,43.51231166666666,16.23595,3.6,0.0032,9.5901,55.8723,,,-1.0,,,,,-1.0,-2.502,0.114,-0.255,0.0721,9.7557,0.1447,-1.0
2014-05-09 13:11:03.300,43.51227666666667,16.235895000000003,3.6,0.003,5.9073,48.734,,,-1.0,,,,,-1.0,-2.604,0,-0.255,0.0721,9.6533,0.1253,-1.0
2014-05-09 13:11:06.299,43.51223333333334,16.235768333333333,3.4,0.0038,11.3067,64.7457,,,-1.0,,,,,-1.0,-2.6042,0.0886,-0.2295,0.0765,9.7045,0.1145,-1.0
2014-05-09 13:11:09.297,43.51219,16.235644999999998,3.2,0.0037,11.0639,64.1511,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.204,0.0721,9.7812,0.1055,-1.0
2014-05-09 13:11:12.323,43.512145,16.235523333333333,3,0.0036,11.026,62.9786,,,-1.0,,,,,-1.0,-2.4255,0.1051,-0.255,0.1442,9.7555,0.1145,-1.0
2014-05-09 13:11:15.297,43.51209833333334,16.23541833333333,3,0.0033,9.9421,58.4986,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.255,0.0721,9.6535,0.1771,-1.0
2014-05-09 13:11:18.298,43.512056666666666,16.235298333333333,3,0.0036,10.741,64.416,,,-1.0,,,,,-1.0,-2.4002,0.2448,-0.306,0.306,9.7298,0.4743,-1.0
2014-05-09 13:11:21.294,43.51201666666666,16.235183333333335,4.5,0.0034,10.2968,64.3772,,,-1.0,,,,,-1.0,-2.2727,0.2409,-0.1785,0.2056,9.73,0.6238,-1.0
2014-05-09 13:11:23.298,43.51198833333333,16.235126666666666,3.8,0.0028,5.5567,55.4162,,,-1.0,,,,,-1.0,-2.5278,0.1714,-0.4212,0.349,9.8447,0.6622,-1.0
2014-05-09 13:11:26.309,43.51195500000001,16.235008333333333,3.5,0.0034,10.2487,68.7731,,,-1.0,,,,,-1.0,-2.5278,0.1929,-0.2297,0.3724,9.5767,0.6113,-1.0
2014-05-09 13:11:28.300,43.511923333333336,16.234931666666668,3.3,0.0036,7.1229,60.337,,,-1.0,,,,,-1.0,-2.6427,0.1273,-0.306,0.265,9.96,0.7736,-1.0
2014-05-09 13:11:31.302,43.511878333333335,16.23481,3.2,0.0037,11.0261,62.9787,,,-1.0,,,,,-1.0,-2.5278,0.29,-0.2295,0.3154,9.6022,0.4022,-1.0
2014-05-09 13:11:34.301,43.51182833333334,16.234706666666668,3.1,0.0033,10.0287,56.289,,,-1.0,,,,,-1.0,-2.5788,0.206,-0.204,0.2446,9.6788,0.5828,-1.0
2014-05-09 13:11:37.297,43.51178,16.234603333333332,3,0.0033,9.9269,57.1798,,,-1.0,,,,,-1.0,-2.5022,0.1694,-0.1785,0.2056,9.8322,0.5114,-1.0
2014-05-09 13:11:40.301,43.51172833333333,16.234503333333336,3,0.0033,9.9125,54.5333,,,-1.0,,,,,-1.0,-2.63,0.2855,-0.306,0.2337,9.7555,0.4304,-1.0
2014-05-09 13:11:43.298,43.51168166666666,16.234396666666665,2.9,0.0034,10.0571,58.8993,,,-1.0,,,,,-1.0,-2.4,0.1442,-0.204,0.1442,9.6278,0.4187,-1.0
2014-05-09 13:11:46.301,43.511631666666666,16.234295,3,0.0033,9.9171,55.8576,,,-1.0,,,,,-1.0,-2.4257,0.2409,-0.2295,0.1711,9.73,0.3829,-1.0
2014-05-09 13:11:49.316,43.51157333333334,16.234208333333335,3,0.0032,9.5458,47.1362,,,-1.0,,,,,-1.0,-2.5533,0.1696,-0.255,0.2103,9.781,0.3996,-1.0
2014-05-09 13:11:52.300,43.511516666666665,16.234115,4.4,0.0033,9.827,50.065,,,-1.0,,,,,-1.0,-2.579,0.206,-0.306,0.1975,9.781,0.463,-1.0
2014-05-09 13:11:55.297,43.511461666666676,16.234028333333335,3.6,0.0031,9.2974,48.8125,,,-1.0,,,,,-1.0,-2.4255,0.1373,-0.2295,0.2118,9.7298,0.5139,-1.0
2014-05-09 13:11:58.301,43.51141500000001,16.233933333333333,3.4,0.0031,9.2634,55.8888,,,-1.0,,,,,-1.0,-2.4,0.1691,-0.2295,0.1925,9.7298,0.4905,-1.0
2014-05-09 13:12:01.297,43.511359999999996,16.233818333333332,3.2,0.0037,11.1213,56.5969,,,-1.0,,,,,-1.0,-2.4,0.1442,-0.204,0.1908,9.8322,0.4279,-1.0
2014-05-09 13:12:04.300,43.51130499999999,16.233711666666668,3.1,0.0035,10.5662,54.5882,,,-1.0,,,,,-1.0,-2.451,0.1249,-0.255,0.1908,9.832,0.3897,-1.0
2014-05-09 13:12:07.299,43.511250000000004,16.233598333333337,3,0.0037,11.0093,56.2115,,,-1.0,,,,,-1.0,-2.4,0.114,-0.2805,0.1373,9.8067,0.2798,-1.0
2014-05-09 13:12:10.301,43.511195,16.233486666666668,2.9,0.0036,10.8977,55.8181,,,-1.0,,,,,-1.0,-2.4765,0.1051,-0.255,0.114,9.679,0.1861,-1.0
2014-05-09 13:12:13.296,43.511136666666665,16.233381666666666,2.6,0.0036,10.6783,52.5468,,,-1.0,,,,,-1.0,-2.451,0.0968,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:12:16.301,43.51107666666667,16.233275,2.5,0.0036,10.8982,52.2027,,,-1.0,,,,,-1.0,-2.451,0,-0.204,0.0721,9.7555,0.1145,-1.0
2014-05-09 13:12:19.299,43.511019999999995,16.233169999999998,2.4,0.0035,10.5666,53.3455,,,-1.0,,,,,-1.0,-2.4765,0.057,-0.2295,0.0765,9.8067,0.1253,-1.0
2014-05-09 13:12:22.380,43.510965000000006,16.233065,2.4,0.0034,10.4569,54.1611,,,-1.0,,,,,-1.0,-2.4255,0.057,-0.255,0.0721,9.7045,0.1145,-1.0
2014-05-09 13:12:25.297,43.510905,16.232956666666666,3.1,0.0038,11.0048,52.6321,,,-1.0,,,,,-1.0,-2.451,0.0968,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:12:28.300,43.510841666666664,16.232833333333335,2.8,0.0041,12.2004,54.6993,,,-1.0,,,,,-1.0,-2.5122,0.075,-0.2448,0.075,9.7146,0.1565,-1.0
2014-05-09 13:12:31.297,43.51078166666666,16.23271833333333,2.7,0.0038,11.4373,54.2688,,,-1.0,,,,,-1.0,-2.4255,0.1051,-0.2295,0.0765,9.7557,0.0726,-1.0
2014-05-09 13:12:34.300,43.510725,16.232606666666666,2.6,0.0037,11.0031,55.019,,,-1.0,,,,,-1.0,-2.4128,0.0663,-0.1912,0.0663,9.7685,0.0667,-1.0
2014-05-09 13:12:37.301,43.51067166666667,16.23249,2.5,0.0037,11.134,57.7756,,,-1.0,,,,,-1.0,-2.4893,0.0663,-0.2295,0.0765,9.73,0.077,-1.0
2014-05-09 13:12:40.302,43.51062,16.23237333333333,2.5,0.0037,11.0362,58.5905,,,-1.0,,,,,-1.0,-2.451,0.1767,-0.2295,0.0765,9.8068,0.0886,-1.0
2014-05-09 13:12:43.310,43.51057833333333,16.232258333333334,2.5,0.0035,10.3786,63.4542,,,-1.0,,,,,-1.0,-2.3745,0.1465,-0.2295,0.0765,9.781,0.1378,-1.0
2014-05-09 13:12:46.300,43.51053166666667,16.23216,2.5,0.0032,9.4875,56.8007,,,-1.0,,,,,-1.0,-2.4765,0.1051,-0.153,0,9.7813,0.0574,-1.0
2014-05-09 13:12:49.296,43.51048833333333,16.232051666666667,2.5,0.0033,9.9883,61.1217,,,-1.0,,,,,-1.0,-2.4204,0.1145,-0.153,0,9.6838,0.0616,-1.0
2014-05-09 13:12:52.301,43.51044666666667,16.231945,2.5,0.0033,9.7813,61.6927,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.2295,0.0765,9.7043,0.1447,-1.0
2014-05-09 13:12:55.297,43.510426666666675,16.231820000000003,3.3,0.0034,10.3345,77.559,,,-1.0,,,,,-1.0,-1.9915,0.2168,-0.102,0.114,9.7813,0.1377,-1.0
2014-05-09 13:12:58.300,43.5104,16.231695,3,0.0035,10.5193,73.6086,,,-1.0,,,,,-1.0,-3.0387,0.2857,-0.2295,0.0765,9.6788,0.1055,-1.0
2014-05-09 13:13:01.297,43.510358333333336,16.231563333333334,2.8,0.0039,11.5979,66.4264,,,-1.0,,,,,-1.0,-2.8088,0.1445,-0.2295,0.0765,9.6277,0.1054,-1.0
2014-05-09 13:13:04.300,43.51029666666667,16.231460000000002,2.6,0.0036,10.8038,50.5506,,,-1.0,,,,,-1.0,-2.9722,0.156,-0.2448,0.075,9.6532,0.0971,-1.0
2014-05-09 13:13:07.297,43.51022833333333,16.231355,2.5,0.0038,11.3897,48.0972,,,-1.0,,,,,-1.0,-2.604,0,-0.2448,0.075,9.684,0.1149,-1.0
2014-05-09 13:13:10.300,43.51015833333333,16.23125,2.5,0.0038,11.5145,47.4101,,,-1.0,,,,,-1.0,-2.4765,0.057,-0.2805,0.057,9.7555,0.1145,-1.0
2014-05-09 13:13:13.296,43.510090000000005,16.231146666666667,2.5,0.0038,11.2899,47.6412,,,-1.0,,,,,-1.0,-2.5122,0.075,-0.2448,0.075,9.7762,0.0616,-1.0
2014-05-09 13:13:16.300,43.510015,16.231044999999998,2.5,0.0039,11.708,44.5123,,,-1.0,,,,,-1.0,-2.6297,0.0574,-0.204,0.0721,9.73,0.1469,-1.0
2014-05-09 13:13:19.296,43.50994333333333,16.23094166666667,2.5,0.0039,11.5432,46.2801,,,-1.0,,,,,-1.0,-2.3898,0.075,-0.2448,0.075,9.7762,0.0616,-1.0
2014-05-09 13:13:22.299,43.50988166666666,16.23083,2.4,0.0038,11.3315,52.7128,,,-1.0,,,,,-1.0,-2.247,0.0721,-0.2295,0.0765,9.7812,0.1055,-1.0
2014-05-09 13:13:25.296,43.509825,16.23072,3.5,0.0036,10.8932,54.6137,,,-1.0,,,,,-1.0,-2.4816,0.1145,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:13:28.300,43.509773333333335,16.230611666666668,3,0.0035,10.4679,56.6714,,,-1.0,,,,,-1.0,-2.451,0,-0.2142,0.075,9.7454,0.0754,-1.0
2014-05-09 13:13:31.296,43.50972333333334,16.230495,2.7,0.0037,10.9407,59.4201,,,-1.0,,,,,-1.0,-2.4816,0.0612,-0.1836,0.0612,9.7148,0.1841,-1.0
2014-05-09 13:13:34.300,43.50966833333334,16.230373333333333,2.6,0.0039,11.5747,58.0646,,,-1.0,,,,,-1.0,-2.5122,0.075,-0.2142,0.075,9.7762,0.0616,-1.0
2014-05-09 13:13:37.298,43.50961,16.230261666666667,2.6,0.0037,11.1106,54.2356,,,-1.0,,,,,-1.0,-2.5428,0.075,-0.1836,0.0612,9.684,0.1149,-1.0
2014-05-09 13:13:40.301,43.509550000000004,16.23016,2.6,0.0035,10.5823,50.8637,,,-1.0,,,,,-1.0,-2.451,0,-0.153,0,9.8374,0.1148,-1.0
2014-05-09 13:13:42.325,43.50951666666666,16.230088333333335,2.5,0.0034,6.8737,57.3275,,,-1.0,,,,,-1.0,-2.5275,0.0765,-0.153,0,9.73,0.077,-1.0
2014-05-09 13:13:45.296,43.50946999999999,16.229983333333333,2.5,0.0033,9.9424,58.4997,,,-1.0,,,,,-1.0,-2.553,0.0721,-0.204,0.0721,9.7045,0.1145,-1.0
2014-05-09 13:13:48.297,43.50941833333333,16.22988666666667,2.5,0.0032,9.6948,53.6115,,,-1.0,,,,,-1.0,-2.4765,0.057,-0.1785,0.057,9.8068,0.0886,-1.0
2014-05-09 13:13:51.298,43.509368333333335,16.229776666666666,2.4,0.0035,10.481,57.9232,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.2295,0.0765,9.73,0.1469,-1.0
2014-05-09 13:13:54.298,43.509321666666665,16.22966166666667,2.4,0.0035,10.6391,60.7722,,,-1.0,,,,,-1.0,-2.4816,0.1145,-0.1836,0.0612,9.7146,0.0754,-1.0
2014-05-09 13:13:57.296,43.50927333333334,16.229541666666666,3.4,0.0037,11.0821,60.9542,,,-1.0,,,,,-1.0,-2.4255,0.1051,-0.255,0.0721,9.73,0.1469,-1.0
2014-05-09 13:14:00.300,43.509235000000004,16.229418333333335,3,0.0036,10.8333,66.8025,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.2295,0.0765,9.73,0.077,-1.0
2014-05-09 13:14:03.297,43.50919166666666,16.229301666666668,2.8,0.0035,10.5826,62.8817,,,-1.0,,,,,-1.0,-2.4816,0.0612,-0.2142,0.075,9.7146,0.0754,-1.0
2014-05-09 13:14:05.297,43.50915833333333,16.229223333333334,2.7,0.0037,7.3325,59.5987,,,-1.0,,,,,-1.0,-2.5658,0.0663,-0.2295,0.0765,9.6918,0.1273,-1.0
2014-05-09 13:14:08.296,43.50911166666666,16.229096666666667,2.7,0.0038,11.4704,63.0702,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.2295,0.0765,9.73,0.077,-1.0
2014-05-09 13:14:10.301,43.50908,16.22902,2.7,0.0036,7.1232,60.3382,,,-1.0,,,,,-1.0,-2.4893,0.0663,-0.153,0,9.7682,0.1273,-1.0
2014-05-09 13:14:13.298,43.509035,16.228906666666667,2.6,0.0035,10.4316,61.3007,,,-1.0,,,,,-1.0,-2.6042,0.0971,-0.2754,0.0612,9.7146,0.0754,-1.0
2014-05-09 13:14:16.301,43.50898833333334,16.228791666666666,2.6,0.0035,10.6392,60.7723,,,-1.0,,,,,-1.0,-2.502,0.0721,-0.204,0.0721,9.73,0.077,-1.0
2014-05-09 13:14:19.298,43.50894,16.228673333333333,2.6,0.0037,10.9647,60.6129,,,-1.0,,,,,-1.0,-2.5275,0.0765,-0.2295,0.0765,9.7557,0.1447,-1.0
2014-05-09 13:14:22.300,43.50889,16.228554999999997,2.6,0.0037,11.0569,59.7752,,,-1.0,,,,,-1.0,-2.5122,0.075,-0.1836,0.0612,9.7454,0.0754,-1.0
2014-05-09 13:14:25.296,43.50883833333334,16.22844,2.7,0.0036,10.9218,58.2233,,,-1.0,,,,,-1.0,-2.5787,0.1054,-0.204,0.0721,9.6788,0.1055,-1.0
2014-05-09 13:14:28.300,43.508781666666664,16.228323333333332,3.6,0.0038,11.3364,56.1896,,,-1.0,,,,,-1.0,-2.553,0.0721,-0.2295,0.0765,9.73,0.077,-1.0
2014-05-09 13:14:31.298,43.50872833333333,16.228201666666667,3,0.0038,11.4778,58.851,,,-1.0,,,,,-1.0,-2.5122,0.075,-0.1836,0.0612,9.6838,0.0616,-1.0
