#59.93331,30.360533,24.06.2014,14:58:18,A
#59.93331,30.360533,24.06.2014,14:58:19,A
#59.93331,30.360533,24.06.2014,14:58:20,A
#59.93331,30.360533,24.06.2014,14:58:21,A
#59.93331,30.360533,24.06.2014,14:58:22,A
#59.93331,30.360533,24.06.2014,14:58:23,A
#59.933247,30.36055,24.06.2014,14:58:24,A
#59.933247,30.360556,24.06.2014,14:58:25,A
#59.933247,30.360556,24.06.2014,14:58:26,A
#59.93324,30.360567,24.06.2014,14:58:27,A
#59.93324,30.360567,24.06.2014,14:58:28,A
#59.93324,30.360567,24.06.2014,14:58:29,A
#59.93324,30.360567,24.06.2014,14:58:30,A
#59.93324,30.360567,24.06.2014,14:58:31,A
#59.93324,30.360567,24.06.2014,14:58:32,A
#59.933186,30.360575,24.06.2014,14:58:33,A
#59.93318,30.36058,24.06.2014,14:58:34,A
#59.93318,30.360582,24.06.2014,14:58:35,A
#59.93318,30.360582,24.06.2014,14:58:36,A
#59.933178,30.360577,24.06.2014,14:58:37,A
#59.933167,30.360575,24.06.2014,14:58:38,A
#59.93317,30.36058,24.06.2014,14:58:40,A
#59.93316,30.360592,24.06.2014,14:58:41,A
#59.93315,30.36059,24.06.2014,14:58:42,A
#59.933147,30.360579,24.06.2014,14:58:43,A
#59.933155,30.360573,24.06.2014,14:58:44,A
#59.93315,30.360554,24.06.2014,14:58:45,A
#59.93316,30.360521,24.06.2014,14:58:46,A
#59.93316,30.360521,24.06.2014,14:58:47,A
#59.93316,30.360521,24.06.2014,14:58:48,A
#59.93316,30.360521,24.06.2014,14:58:49,A
#59.93316,30.360521,24.06.2014,14:58:50,A
#59.93316,30.360521,24.06.2014,14:58:51,A
#59.93316,30.360521,24.06.2014,14:58:52,A
#59.93316,30.360521,24.06.2014,14:58:53,A
#59.93316,30.360521,24.06.2014,14:58:54,A
#59.93316,30.360521,24.06.2014,14:58:55,A
#59.93316,30.360521,24.06.2014,14:58:56,A
#59.93316,30.360521,24.06.2014,14:58:57,A
#59.93316,30.360521,24.06.2014,14:58:58,A
#59.93316,30.360521,24.06.2014,14:58:59,A
#59.93316,30.360521,24.06.2014,14:59:00,A
#59.93316,30.360521,24.06.2014,14:59:01,A
#59.93316,30.360521,24.06.2014,14:59:02,A
#59.93316,30.360521,24.06.2014,14:59:03,A
#59.93316,30.360521,24.06.2014,14:59:04,A
#59.93316,30.360521,24.06.2014,14:59:05,A
#59.93316,30.360521,24.06.2014,14:59:06,A
#59.93316,30.360521,24.06.2014,14:59:07,A
#59.93316,30.360521,24.06.2014,14:59:08,A
#59.93316,30.360521,24.06.2014,14:59:09,A
#59.93316,30.360521,24.06.2014,14:59:10,A
#59.93316,30.360521,24.06.2014,14:59:11,A
#59.93316,30.360521,24.06.2014,14:59:12,A
#59.933247,30.360474,24.06.2014,14:59:13,A
#59.933258,30.36047,24.06.2014,14:59:14,A
#59.93326,30.360464,24.06.2014,14:59:15,A
#59.933266,30.360455,24.06.2014,14:59:16,A
#59.933266,30.360455,24.06.2014,14:59:17,A
#59.933266,30.360455,24.06.2014,14:59:18,A
#59.933266,30.360455,24.06.2014,14:59:19,A
#59.933266,30.360455,24.06.2014,14:59:20,A
#59.933266,30.360455,24.06.2014,14:59:21,A
#59.933266,30.360455,24.06.2014,14:59:22,A
#59.933266,30.360455,24.06.2014,14:59:23,A
#59.933266,30.360455,24.06.2014,14:59:24,A
#59.933266,30.360455,24.06.2014,14:59:25,A
#59.933266,30.360455,24.06.2014,14:59:26,A
#59.933266,30.360455,24.06.2014,14:59:27,A
#59.933266,30.360455,24.06.2014,14:59:28,A
#59.933266,30.360455,24.06.2014,14:59:29,A
#59.933266,30.360455,24.06.2014,14:59:30,A
#59.933266,30.360455,24.06.2014,14:59:31,A
#59.93346,30.360573,24.06.2014,14:59:51,A
#59.93343,30.360516,24.06.2014,14:59:53,A
#59.933464,30.36044,24.06.2014,14:59:55,A
#59.93339,30.360394,24.06.2014,14:59:56,A
#59.933327,30.360376,24.06.2014,14:59:57,A
#59.933365,30.36026,24.06.2014,15:00:03,A
#59.933372,30.360226,24.06.2014,15:00:04,A
#59.93338,30.360182,24.06.2014,15:00:10,A
#59.933384,30.360172,24.06.2014,15:00:11,A
#59.93339,30.360188,24.06.2014,15:00:12,A
#59.93339,30.360188,24.06.2014,15:00:13,A
#59.933327,30.359936,24.06.2014,15:00:32,A
#59.933292,30.359926,24.06.2014,15:00:33,A
#59.933296,30.359905,24.06.2014,15:00:34,A
#59.933296,30.359905,24.06.2014,15:00:35,A
#59.933296,30.359905,24.06.2014,15:00:36,A
#59.933296,30.359905,24.06.2014,15:00:37,A
#59.9333,30.359638,24.06.2014,15:00:38,A
#59.93331,30.359571,24.06.2014,15:00:39,A
#59.933308,30.359556,24.06.2014,15:00:40,A
#59.933304,30.359543,24.06.2014,15:00:41,A
#59.933304,30.359543,24.06.2014,15:00:42,A
#59.933304,30.359543,24.06.2014,15:00:43,A
#59.933304,30.359543,24.06.2014,15:00:44,A
#59.933304,30.359543,24.06.2014,15:00:45,A
#59.933304,30.359543,24.06.2014,15:00:46,A
#59.933304,30.359543,24.06.2014,15:00:47,A
#59.933304,30.359543,24.06.2014,15:00:48,A
#59.933304,30.359543,24.06.2014,15:00:49,A
#59.933304,30.359543,24.06.2014,15:00:50,A
#59.933304,30.359543,24.06.2014,15:00:51,A
#59.933304,30.359543,24.06.2014,15:00:52,A
#59.93322,30.35933,24.06.2014,15:00:53,A
#59.93322,30.359322,24.06.2014,15:00:54,A
#59.933216,30.359316,24.06.2014,15:00:55,A
#59.933212,30.359314,24.06.2014,15:00:56,A
#59.933212,30.359314,24.06.2014,15:00:57,A
#59.933212,30.359314,24.06.2014,15:00:58,A
#59.933167,30.360052,24.06.2014,15:01:48,A
#59.933147,30.36019,24.06.2014,15:01:49,A
#59.93314,30.36016,24.06.2014,15:01:50,A
#59.93314,30.360153,24.06.2014,15:01:51,A
#59.933117,30.360048,24.06.2014,15:01:52,A
#59.933117,30.360048,24.06.2014,15:01:53,A
#59.933117,30.360048,24.06.2014,15:01:54,A
#59.933117,30.360048,24.06.2014,15:01:55,A
#59.933117,30.360048,24.06.2014,15:01:56,A
#59.933117,30.360048,24.06.2014,15:01:57,A
#59.933067,30.359865,24.06.2014,15:01:58,A
#59.93307,30.359835,24.06.2014,15:01:59,A
#59.933067,30.359812,24.06.2014,15:02:00,A
#59.93307,30.359812,24.06.2014,15:02:01,A
#59.93307,30.359812,24.06.2014,15:02:02,A
#59.93307,30.359812,24.06.2014,15:02:03,A
#59.93307,30.359812,24.06.2014,15:02:04,A
#59.93307,30.359812,24.06.2014,15:02:05,A
#59.93307,30.359812,24.06.2014,15:02:06,A
#59.93307,30.359812,24.06.2014,15:02:07,A
#59.93307,30.359812,24.06.2014,15:02:08,A
#59.93307,30.359812,24.06.2014,15:02:09,A
#59.93307,30.359812,24.06.2014,15:02:10,A
#59.93307,30.359812,24.06.2014,15:02:11,A
#59.93307,30.359812,24.06.2014,15:02:12,A
#59.93307,30.359812,24.06.2014,15:02:13,A
#59.93307,30.359812,24.06.2014,15:02:14,A
#59.93307,30.359812,24.06.2014,15:02:15,A
#59.93307,30.359812,24.06.2014,15:02:16,A
#59.93307,30.359812,24.06.2014,15:02:17,A
#59.93307,30.359812,24.06.2014,15:02:18,A
#59.93307,30.359812,24.06.2014,15:02:19,A
#59.93307,30.359812,24.06.2014,15:02:20,A
#59.93307,30.359812,24.06.2014,15:02:21,A
#59.93307,30.359812,24.06.2014,15:02:22,A
#59.93307,30.359812,24.06.2014,15:02:23,A
#59.93307,30.359812,24.06.2014,15:02:24,A
#59.93307,30.359812,24.06.2014,15:02:25,A
#59.93307,30.359812,24.06.2014,15:02:26,A
#59.93307,30.359812,24.06.2014,15:02:27,A
#59.93307,30.359812,24.06.2014,15:02:28,A
#59.93307,30.359812,24.06.2014,15:02:29,A
#59.93307,30.359812,24.06.2014,15:02:30,A
#59.93307,30.359812,24.06.2014,15:02:31,A
#59.93307,30.359812,24.06.2014,15:02:32,A
#59.93307,30.359812,24.06.2014,15:02:33,A
#59.93307,30.359812,24.06.2014,15:02:34,A
#59.93307,30.359812,24.06.2014,15:02:35,A
#59.93307,30.359812,24.06.2014,15:02:36,A
#59.93307,30.359812,24.06.2014,15:02:37,A
#59.93307,30.359812,24.06.2014,15:02:38,A
#59.93307,30.359812,24.06.2014,15:02:39,A
#59.93307,30.359812,24.06.2014,15:02:40,A
#59.93307,30.359812,24.06.2014,15:02:41,A
#59.93307,30.359812,24.06.2014,15:02:42,A
#59.93307,30.359812,24.06.2014,15:02:43,A
#59.93307,30.359812,24.06.2014,15:02:44,A
#59.93307,30.359812,24.06.2014,15:02:45,A
#59.93307,30.359812,24.06.2014,15:02:46,A
#59.93307,30.359812,24.06.2014,15:02:47,A
#59.933483,30.359236,24.06.2014,15:03:36,A
#59.933514,30.359207,24.06.2014,15:03:37,A
#59.933533,30.35918,24.06.2014,15:03:38,A
#59.933544,30.359158,24.06.2014,15:03:39,A
#59.933537,30.359148,24.06.2014,15:03:40,A
#59.933533,30.35915,24.06.2014,15:03:41,A
#59.93352,30.359148,24.06.2014,15:03:42,A
#59.933514,30.359144,24.06.2014,15:03:43,A
#59.933502,30.359144,24.06.2014,15:03:44,A
#59.933495,30.359142,24.06.2014,15:03:45,A
#59.933487,30.35914,24.06.2014,15:03:46,A
#59.933483,30.359138,24.06.2014,15:03:47,A
#59.93347,30.359137,24.06.2014,15:03:48,A
#59.933464,30.359135,24.06.2014,15:03:49,A
#59.933456,30.359135,24.06.2014,15:03:50,A
#59.933445,30.359138,24.06.2014,15:03:51,A
#59.93343,30.359142,24.06.2014,15:03:52,A
#59.93342,30.35914,24.06.2014,15:03:53,A
#59.933407,30.359129,24.06.2014,15:03:54,A
#59.933407,30.35911,24.06.2014,15:03:55,A
#59.933414,30.359056,24.06.2014,15:03:56,A
#59.93341,30.359043,24.06.2014,15:03:57,A
#59.933407,30.35903,24.06.2014,15:03:58,A
#59.933407,30.359013,24.06.2014,15:03:59,A
#59.933407,30.359,24.06.2014,15:04:00,A
#59.933403,30.358986,24.06.2014,15:04:01,A
#59.933395,30.35898,24.06.2014,15:04:02,A
#59.933388,30.358974,24.06.2014,15:04:03,A
#59.933384,30.358969,24.06.2014,15:04:04,A
#59.933376,30.358963,24.06.2014,15:04:05,A
#59.933365,30.35895,24.06.2014,15:04:07,A
#59.933403,30.359222,24.06.2014,15:04:08,A
#59.93326,30.359322,24.06.2014,15:04:09,A
#59.93321,30.35947,24.06.2014,15:04:10,A
#59.933193,30.35951,24.06.2014,15:04:11,A
#59.93321,30.359535,24.06.2014,15:04:12,A
#59.93322,30.359547,24.06.2014,15:04:13,A
#59.933212,30.359554,24.06.2014,15:04:14,A
#59.933205,30.359552,24.06.2014,15:04:15,A
#59.9332,30.35955,24.06.2014,15:04:16,A
#59.933193,30.35955,24.06.2014,15:04:17,A
#59.933197,30.359552,24.06.2014,15:04:18,A
#59.933193,30.359558,24.06.2014,15:04:19,A
#59.933186,30.359566,24.06.2014,15:04:20,A
#59.93318,30.359571,24.06.2014,15:04:21,A
#59.93318,30.359539,24.06.2014,15:04:22,A
#59.933178,30.359522,24.06.2014,15:04:23,A
#59.933174,30.359509,24.06.2014,15:04:24,A
#59.93317,30.359509,24.06.2014,15:04:25,A
#59.933167,30.3595,24.06.2014,15:04:26,A
#59.933167,30.359497,24.06.2014,15:04:27,A
#59.933163,30.359507,24.06.2014,15:04:28,A
#59.933163,30.359507,24.06.2014,15:04:29,A
#59.933155,30.359522,24.06.2014,15:04:30,A
#59.93315,30.359522,24.06.2014,15:04:31,A
#59.933144,30.35952,24.06.2014,15:04:32,A
#59.93314,30.359531,24.06.2014,15:04:33,A
#59.93314,30.359549,24.06.2014,15:04:34,A
#59.933136,30.35956,24.06.2014,15:04:35,A
#59.933125,30.359592,24.06.2014,15:04:39,A
#59.93312,30.359602,24.06.2014,15:04:40,A
#59.933117,30.359613,24.06.2014,15:04:41,A
#59.933117,30.359623,24.06.2014,15:04:42,A
#59.933113,30.35964,24.06.2014,15:04:43,A
#59.93311,30.359823,24.06.2014,15:04:52,A
#59.93311,30.359865,24.06.2014,15:04:53,A
#59.93317,30.359745,24.06.2014,15:04:54,A
#59.933136,30.35967,24.06.2014,15:04:55,A
#59.93321,30.359446,24.06.2014,15:04:56,A
#59.93321,30.359446,24.06.2014,15:04:57,A
#59.93321,30.359446,24.06.2014,15:04:58,A
#59.93321,30.359446,24.06.2014,15:04:59,A
#59.933243,30.359255,24.06.2014,15:05:00,A
#59.933243,30.359205,24.06.2014,15:05:01,A
#59.933258,30.359175,24.06.2014,15:05:02,A
#59.93327,30.35915,24.06.2014,15:05:03,A
#59.933285,30.359142,24.06.2014,15:05:04,A
#59.933296,30.35913,24.06.2014,15:05:05,A
#59.93331,30.359121,24.06.2014,15:05:06,A
#59.933327,30.359123,24.06.2014,15:05:07,A
#59.93334,30.359135,24.06.2014,15:05:08,A
#59.93335,30.359163,24.06.2014,15:05:09,A
#59.933334,30.359236,24.06.2014,15:05:10,A
#59.93334,30.359274,24.06.2014,15:05:11,A
#59.933353,30.359285,24.06.2014,15:05:12,A
#59.933353,30.359285,24.06.2014,15:05:13,A
#59.933353,30.359285,24.06.2014,15:05:14,A
#59.933353,30.359285,24.06.2014,15:05:15,A
#59.933353,30.359285,24.06.2014,15:05:16,A
#59.933353,30.359285,24.06.2014,15:05:17,A
#59.933403,30.35944,24.06.2014,15:05:18,A
#59.933403,30.359474,24.06.2014,15:05:19,A
#59.9334,30.359505,24.06.2014,15:05:20,A
#59.933384,30.359566,24.06.2014,15:05:21,A
#59.933384,30.359566,24.06.2014,15:05:22,A
#59.93334,30.359745,24.06.2014,15:05:23,A
#59.933323,30.35982,24.06.2014,15:05:24,A
#59.93332,30.359852,24.06.2014,15:05:25,A
#59.93332,30.359867,24.06.2014,15:05:26,A
#59.93333,30.359861,24.06.2014,15:05:27,A
#59.933346,30.35987,24.06.2014,15:05:28,A
#59.933365,30.359858,24.06.2014,15:05:29,A
#59.933365,30.359833,24.06.2014,15:05:30,A
#59.93337,30.359818,24.06.2014,15:05:31,A
#59.93337,30.359795,24.06.2014,15:05:32,A
#59.933372,30.359777,24.06.2014,15:05:33,A
#59.933372,30.359777,24.06.2014,15:05:34,A
#59.933372,30.359777,24.06.2014,15:05:35,A
#59.933372,30.359777,24.06.2014,15:05:36,A
#59.9334,30.359602,24.06.2014,15:05:37,A
#59.933414,30.359528,24.06.2014,15:05:38,A
#59.933422,30.359486,24.06.2014,15:05:39,A
#59.933426,30.359463,24.06.2014,15:05:40,A
#59.93343,30.35947,24.06.2014,15:05:42,A
#59.933434,30.359488,24.06.2014,15:05:43,A
#59.933434,30.359488,24.06.2014,15:05:44,A
#59.933434,30.359488,24.06.2014,15:05:45,A
#59.933434,30.359488,24.06.2014,15:05:46,A
#59.933445,30.35946,24.06.2014,15:05:47,A
#59.933445,30.359468,24.06.2014,15:05:48,A
#59.933403,30.359413,24.06.2014,15:05:49,A
#59.933384,30.359364,24.06.2014,15:05:50,A
#59.933365,30.359324,24.06.2014,15:05:51,A
#59.933346,30.359285,24.06.2014,15:05:52,A
#59.933342,30.359274,24.06.2014,15:05:53,A
#59.933327,30.359226,24.06.2014,15:05:54,A
#59.93332,30.359192,24.06.2014,15:05:55,A
#59.93331,30.359158,24.06.2014,15:05:56,A
#59.933308,30.359144,24.06.2014,15:05:57,A
#59.933308,30.359135,24.06.2014,15:05:58,A
#59.933308,30.359125,24.06.2014,15:05:59,A
#59.933308,30.35913,24.06.2014,15:06:00,A
#59.933308,30.359137,24.06.2014,15:06:01,A
#59.933315,30.359135,24.06.2014,15:06:02,A
#59.933327,30.359133,24.06.2014,15:06:03,A
#59.933334,30.359146,24.06.2014,15:06:04,A
#59.93334,30.359142,24.06.2014,15:06:05,A
#59.93334,30.359129,24.06.2014,15:06:06,A
#59.933342,30.359129,24.06.2014,15:06:07,A
#59.933346,30.359114,24.06.2014,15:06:08,A
#59.93335,30.359095,24.06.2014,15:06:09,A
#59.933353,30.359077,24.06.2014,15:06:10,A
#59.933353,30.359066,24.06.2014,15:06:11,A
#59.933353,30.359045,24.06.2014,15:06:12,A
#59.933353,30.359024,24.06.2014,15:06:13,A
#59.933353,30.35902,24.06.2014,15:06:14,A
#59.93335,30.35904,24.06.2014,15:06:15,A
#59.933346,30.359045,24.06.2014,15:06:16,A
#59.933346,30.359037,24.06.2014,15:06:17,A
#59.933346,30.359028,24.06.2014,15:06:18,A
#59.93335,30.35902,24.06.2014,15:06:19,A
#59.93335,30.35901,24.06.2014,15:06:20,A
#59.933353,30.359,24.06.2014,15:06:21,A
#59.933353,30.35899,24.06.2014,15:06:22,A
#59.933353,30.358978,24.06.2014,15:06:23,A
#59.933357,30.358969,24.06.2014,15:06:24,A
#59.933353,30.35896,24.06.2014,15:06:25,A
#59.93335,30.358946,24.06.2014,15:06:26,A
#59.93335,30.358936,24.06.2014,15:06:27,A
#59.933353,30.35892,24.06.2014,15:06:28,A
#59.933365,30.358904,24.06.2014,15:06:29,A
#59.933365,30.35893,24.06.2014,15:06:30,A
#59.933365,30.358957,24.06.2014,15:06:31,A
#59.933384,30.359037,24.06.2014,15:06:32,A
#59.933395,30.359085,24.06.2014,15:06:33,A
#59.933403,30.359097,24.06.2014,15:06:34,A
#59.93341,30.359097,24.06.2014,15:06:35,A
#59.933422,30.359095,24.06.2014,15:06:36,A
#59.933434,30.359104,24.06.2014,15:06:37,A
#59.93345,30.359037,24.06.2014,15:06:42,A
#59.933445,30.359009,24.06.2014,15:06:43,A
#59.933445,30.358982,24.06.2014,15:06:44,A
#59.933445,30.358967,24.06.2014,15:06:45,A
#59.933445,30.358953,24.06.2014,15:06:46,A
#59.93345,30.35894,24.06.2014,15:06:47,A
#59.93346,30.358896,24.06.2014,15:06:53,A
#59.933464,30.35888,24.06.2014,15:06:54,A
#59.93322,30.35944,24.06.2014,15:07:39,A
#59.933228,30.359447,24.06.2014,15:07:40,A
#59.93323,30.359457,24.06.2014,15:07:41,A
#59.93323,30.359457,24.06.2014,15:07:42,A
#59.93323,30.359457,24.06.2014,15:07:43,A
#59.93323,30.359457,24.06.2014,15:07:44,A
#59.93323,30.359457,24.06.2014,15:07:45,A
#59.93323,30.359457,24.06.2014,15:07:46,A
#59.93323,30.359457,24.06.2014,15:07:47,A
#59.93323,30.359457,24.06.2014,15:07:48,A
#59.93323,30.359457,24.06.2014,15:07:49,A
#59.933254,30.359253,24.06.2014,15:07:50,A
#59.93325,30.359222,24.06.2014,15:07:51,A
#59.93325,30.359192,24.06.2014,15:07:52,A
#59.933247,30.359158,24.06.2014,15:07:53,A
#59.933247,30.359158,24.06.2014,15:07:54,A
#59.933247,30.359158,24.06.2014,15:07:55,A
#59.933247,30.359158,24.06.2014,15:07:56,A
#59.933243,30.358976,24.06.2014,15:07:57,A
#59.933243,30.358938,24.06.2014,15:07:58,A
#59.933247,30.358912,24.06.2014,15:07:59,A
#59.933243,30.358906,24.06.2014,15:08:00,A
#59.933247,30.35889,24.06.2014,15:08:01,A
#59.933247,30.358877,24.06.2014,15:08:02,A
#59.93325,30.358885,24.06.2014,15:08:03,A
#59.933258,30.358889,24.06.2014,15:08:04,A
#59.93326,30.3589,24.06.2014,15:08:05,A
#59.93326,30.35891,24.06.2014,15:08:06,A
#59.93327,30.358927,24.06.2014,15:08:07,A
#59.933273,30.358946,24.06.2014,15:08:08,A
#59.933273,30.358946,24.06.2014,15:08:09,A
#59.933273,30.358946,24.06.2014,15:08:10,A
#59.933273,30.358946,24.06.2014,15:08:11,A
#59.933273,30.358946,24.06.2014,15:08:12,A
#59.933273,30.358946,24.06.2014,15:08:13,A
#59.933273,30.358946,24.06.2014,15:08:14,A
#59.933273,30.358946,24.06.2014,15:08:15,A
#59.933273,30.358946,24.06.2014,15:08:16,A
#59.933273,30.358946,24.06.2014,15:08:17,A
#59.933273,30.358946,24.06.2014,15:08:18,A
#59.93331,30.359114,24.06.2014,15:08:19,A
#59.93332,30.359161,24.06.2014,15:08:20,A
#59.933327,30.359215,24.06.2014,15:08:21,A
#59.93333,30.359272,24.06.2014,15:08:22,A
#59.93333,30.359272,24.06.2014,15:08:23,A
#59.93333,30.359272,24.06.2014,15:08:24,A
#59.933334,30.359364,24.06.2014,15:08:25,A
#59.933334,30.359367,24.06.2014,15:08:26,A
#59.933327,30.359388,24.06.2014,15:08:27,A
#59.93332,30.35939,24.06.2014,15:08:28,A
#59.93332,30.35939,24.06.2014,15:08:29,A
#59.93332,30.35939,24.06.2014,15:08:30,A
#59.93332,30.35939,24.06.2014,15:08:31,A
#59.93332,30.35939,24.06.2014,15:08:32,A
#59.93332,30.35939,24.06.2014,15:08:33,A
#59.93332,30.35939,24.06.2014,15:08:34,A
#59.93332,30.35939,24.06.2014,15:08:35,A
#59.93332,30.35939,24.06.2014,15:08:36,A
#59.93332,30.35939,24.06.2014,15:08:37,A
#59.933308,30.359589,24.06.2014,15:08:38,A
#59.933308,30.359632,24.06.2014,15:08:39,A
#59.93331,30.359667,24.06.2014,15:08:40,A
#59.93332,30.359692,24.06.2014,15:08:41,A
#59.933323,30.35972,24.06.2014,15:08:42,A
#59.933327,30.359741,24.06.2014,15:08:43,A
#59.93333,30.359756,24.06.2014,15:08:44,A
#59.93334,30.35977,24.06.2014,15:08:45,A
#59.933342,30.359797,24.06.2014,15:08:46,A
#59.933346,30.35982,24.06.2014,15:08:47,A
#59.93335,30.359806,24.06.2014,15:08:48,A
#59.933353,30.359806,24.06.2014,15:08:49,A
#59.933353,30.359787,24.06.2014,15:08:50,A
#59.93335,30.359777,24.06.2014,15:08:51,A
#59.93334,30.35982,24.06.2014,15:08:52,A
#59.93333,30.359852,24.06.2014,15:08:53,A
#59.933327,30.359888,24.06.2014,15:08:54,A
#59.93333,30.3599,24.06.2014,15:08:55,A
#59.933327,30.35992,24.06.2014,15:08:56,A
#59.93333,30.359913,24.06.2014,15:08:57,A
#59.93334,30.359911,24.06.2014,15:08:58,A
#59.93334,30.359896,24.06.2014,15:08:59,A
#59.93334,30.35987,24.06.2014,15:09:00,A
#59.93333,30.359827,24.06.2014,15:09:01,A
#59.933334,30.359766,24.06.2014,15:09:02,A
#59.933334,30.359745,24.06.2014,15:09:03,A
#59.933327,30.359718,24.06.2014,15:09:04,A
#59.933323,30.359726,24.06.2014,15:09:05,A
#59.93332,30.359735,24.06.2014,15:09:06,A
#59.93331,30.359722,24.06.2014,15:09:07,A
#59.933308,30.359697,24.06.2014,15:09:08,A
#59.9333,30.359705,24.06.2014,15:09:09,A
#59.9333,30.359694,24.06.2014,15:09:10,A
#59.9333,30.359673,24.06.2014,15:09:11,A
#59.933296,30.359663,24.06.2014,15:09:12,A
#59.933296,30.359709,24.06.2014,15:09:13,A
#59.933296,30.359724,24.06.2014,15:09:14,A
#59.933292,30.359716,24.06.2014,15:09:15,A
#59.93329,30.3597,24.06.2014,15:09:16,A
#59.933285,30.359716,24.06.2014,15:09:17,A
#59.933292,30.359715,24.06.2014,15:09:18,A
#59.933292,30.359692,24.06.2014,15:09:19,A
#59.93329,30.359705,24.06.2014,15:09:20,A
#59.93329,30.359657,24.06.2014,15:09:21,A
#59.93329,30.359657,24.06.2014,15:09:22,A
#59.93329,30.359657,24.06.2014,15:09:23,A
#59.93329,30.359657,24.06.2014,15:09:24,A
#59.93329,30.359657,24.06.2014,15:09:25,A
#59.93329,30.359657,24.06.2014,15:09:26,A
#59.93329,30.359657,24.06.2014,15:09:27,A
#59.93329,30.359657,24.06.2014,15:09:28,A
#59.93329,30.359657,24.06.2014,15:09:29,A
#59.93329,30.359657,24.06.2014,15:09:30,A
#59.93329,30.359657,24.06.2014,15:09:31,A
#59.93329,30.359657,24.06.2014,15:09:32,A
#59.93329,30.359657,24.06.2014,15:09:33,A
#59.93329,30.359657,24.06.2014,15:09:34,A
#59.93329,30.359657,24.06.2014,15:09:35,A
#59.93329,30.359657,24.06.2014,15:09:36,A
#59.93329,30.359657,24.06.2014,15:09:37,A
#59.93329,30.359657,24.06.2014,15:09:38,A
#59.93329,30.359657,24.06.2014,15:09:39,A
#59.93329,30.359657,24.06.2014,15:09:40,A
#59.93329,30.359657,24.06.2014,15:09:41,A
#59.93329,30.359657,24.06.2014,15:09:42,A
#59.93329,30.359657,24.06.2014,15:09:43,A
#59.93329,30.359657,24.06.2014,15:09:44,A
#59.93329,30.359657,24.06.2014,15:09:45,A
#59.93329,30.359657,24.06.2014,15:09:46,A
