@43.536156,16.378233,14.09.2014,10:45:00
@43.536110,16.378619,14.09.2014,10:45:00
$43.540372,16.383583,14.09.2014,10:45:00
&43.540768,16.382760,14.09.2014,10:45:00
#43.54274,16.3799383333333,14.09.2014,10:10:00
#43.542745,16.379955,14.09.2014,10:10:01
#43.54275,16.3799716666667,14.09.2014,10:10:02
#43.5427533333333,16.37999,14.09.2014,10:10:03
#43.5427583333333,16.3800083333333,14.09.2014,10:10:04
#43.5427616666667,16.3800266666667,14.09.2014,10:10:05
#43.5427633333333,16.3800466666667,14.09.2014,10:10:06
#43.542765,16.380065,14.09.2014,10:10:07
#43.5427683333333,16.380085,14.09.2014,10:10:08
#43.5427716666667,16.3801033333333,14.09.2014,10:10:09
#43.5427766666667,16.3801266666667,14.09.2014,10:10:10
#43.5427816666667,16.3801483333333,14.09.2014,10:10:11
#43.5427866666667,16.38017,14.09.2014,10:10:12
#43.5427916666667,16.38019,14.09.2014,10:10:13
#43.542795,16.3802116666667,14.09.2014,10:10:14
#43.5427983333333,16.38023,14.09.2014,10:10:15
#43.5428016666667,16.3802483333333,14.09.2014,10:10:16
#43.5428066666667,16.3802666666667,14.09.2014,10:10:17
#43.5428116666667,16.380285,14.09.2014,10:10:18
#43.5428166666667,16.3803,14.09.2014,10:10:19
#43.5428233333333,16.380315,14.09.2014,10:10:20
#43.54283,16.3803333333333,14.09.2014,10:10:21
#43.5428366666667,16.38035,14.09.2014,10:10:22
#43.542845,16.3803666666667,14.09.2014,10:10:23
#43.54286,16.380395,14.09.2014,10:10:25
#43.5428666666667,16.38041,14.09.2014,10:10:26
#43.542875,16.3804266666667,14.09.2014,10:10:27
#43.542885,16.3804416666667,14.09.2014,10:10:28
#43.5428933333333,16.3804616666667,14.09.2014,10:10:29
#43.5429016666667,16.3804816666667,14.09.2014,10:10:30
#43.5429083333333,16.3805016666667,14.09.2014,10:10:31
#43.542915,16.3805216666667,14.09.2014,10:10:32
#43.54292,16.38054,14.09.2014,10:10:33
#43.5429266666667,16.3805583333333,14.09.2014,10:10:34
#43.5429366666667,16.3805766666667,14.09.2014,10:10:35
#43.5429433333333,16.3805966666667,14.09.2014,10:10:36
#43.54295,16.380615,14.09.2014,10:10:37
#43.54296,16.3806333333333,14.09.2014,10:10:38
#43.5429683333333,16.3806516666667,14.09.2014,10:10:39
#43.5429733333333,16.38067,14.09.2014,10:10:40
#43.5429783333333,16.3806866666667,14.09.2014,10:10:41
#43.5429833333333,16.3807033333333,14.09.2014,10:10:42
#43.5429916666667,16.38072,14.09.2014,10:10:43
#43.5429983333333,16.3807366666667,14.09.2014,10:10:44
#43.543005,16.380755,14.09.2014,10:10:45
#43.5430116666667,16.3807716666667,14.09.2014,10:10:46
#43.5430183333333,16.3807883333333,14.09.2014,10:10:47
#43.5430266666667,16.3808066666667,14.09.2014,10:10:48
#43.543035,16.380825,14.09.2014,10:10:49
#43.5430433333333,16.380845,14.09.2014,10:10:50
#43.5430483333333,16.3808633333333,14.09.2014,10:10:51
#43.543055,16.3808833333333,14.09.2014,10:10:52
#43.54306,16.3809033333333,14.09.2014,10:10:53
#43.5430633333333,16.38092,14.09.2014,10:10:54
#43.543065,16.380935,14.09.2014,10:10:55
#43.5430616666667,16.380955,14.09.2014,10:10:56
#43.5430633333333,16.38097,14.09.2014,10:10:57
#43.543065,16.380985,14.09.2014,10:10:58
#43.5430683333333,16.3809983333333,14.09.2014,10:10:59
#43.5430683333333,16.3810133333333,14.09.2014,10:11:00
#43.54307,16.3810283333333,14.09.2014,10:11:01
#43.54307,16.3810433333333,14.09.2014,10:11:02
#43.5430716666667,16.3810583333333,14.09.2014,10:11:03
#43.543075,16.3810716666667,14.09.2014,10:11:04
#43.5430783333333,16.381085,14.09.2014,10:11:05
#43.54308,16.3810983333333,14.09.2014,10:11:06
#43.5430833333333,16.3811116666667,14.09.2014,10:11:07
#43.543085,16.381125,14.09.2014,10:11:08
#43.5430883333333,16.3811383333333,14.09.2014,10:11:09
#43.5430933333333,16.3811533333333,14.09.2014,10:11:10
#43.543095,16.3811683333333,14.09.2014,10:11:11
#43.543095,16.3811833333333,14.09.2014,10:11:12
#43.543095,16.3811983333333,14.09.2014,10:11:13
#43.543095,16.3812133333333,14.09.2014,10:11:14
#43.5430966666667,16.3812283333333,14.09.2014,10:11:15
#43.5430983333333,16.3812433333333,14.09.2014,10:11:16
